NAME	Freq(A)	Freq(V)	Freq(L)	Freq(I)	Freq(P)	Freq(M)	Freq(F)	Freq(W)	Freq(G)	Freq(S)	Freq(T)	Freq(C)	Freq(N)	Freq(Q)	Freq(Y)	Freq(D)	Freq(E)	Freq(K)	Freq(R)	Freq(H)
taxo=Eukaryota-Sar-Stramenopiles-Ochrophyta-Dictyochophyceae-Pseudopedinella-elastica-accession=NC-044408	0.0740971680956092	0.0665107820213042	0.104130943102104	0.0876591322421408	0.041153546375682	0.0199532346063913	0.0455702779942842	0.0130423486619901	0.0773187840997662	0.0611587425305274	0.0601714731098987	0.00763834762275916	0.04764873993245	0.0355936606910886	0.0316445830085737	0.0390750844375162	0.0570018186541959	0.0633411275656015	0.0506105481943362	0.0166796570537802
mag=CHL-PON-Bin-100-39-c-taxonomy=Red-Haptophyta	0.0770224719101124	0.0752247191011236	0.106292134831461	0.0757303370786517	0.0408988764044944	0.0191573033707865	0.0476404494382022	0.012752808988764	0.0796629213483146	0.0625280898876405	0.0576966292134831	0.00825842696629213	0.0402247191011236	0.037247191011236	0.0297752808988764	0.0414606741573034	0.0587640449438202	0.06	0.0531460674157303	0.0165168539325843
taxo=Eukaryota-Rhodophyta-Bangiophyceae-Cyanidiales-Cyanidiococcus-yangmingshanensis-accession=NC-051883	0.0879263670817542	0.0741201949106659	0.108662696264212	0.0701136978884678	0.0395235517054683	0.026042230644288	0.0384407146724418	0.0177585273416351	0.0742826204656199	0.0583107742284786	0.0530048727666486	0.0103952355170547	0.0343800757985923	0.0521927449918787	0.0323226854358419	0.0373578776394153	0.0522468868435301	0.0532214401732539	0.0554412560909583	0.0242555495397943
taxo=Eukaryota-Cryptophyceae-Pyrenomonadales-Teleaulax-amphioxeia-accession=NC-027589	0.0774662300450266	0.0734752353663529	0.100337699549734	0.0791035611952517	0.041189111747851	0.0214899713467049	0.043389275480966	0.0130474826033565	0.0808943921408105	0.0633954154727794	0.0557204257060991	0.0073679901760131	0.0405751125665166	0.0366352844862874	0.0306487924682767	0.0423659435120753	0.0601719197707736	0.0602742529676627	0.0547482603356529	0.0177036430618093
mag=CHL-AON-Bin-220-32-c-taxonomy=Red-Cryptophyceae	0.0790112960038868	0.0743349933195676	0.0998420988703996	0.0798008016518887	0.0422689177699502	0.0205271468480505	0.0423296489736427	0.0128142839791085	0.0819263937811247	0.0629175270253856	0.0559941698044455	0.00674116360986275	0.0401433256407142	0.0375318838819385	0.0308514514757682	0.0412972185108709	0.0593951172112231	0.0627960646180007	0.0519251791570509	0.0175513178671201
mag=CHL-ARC-Bin-238-41-c-taxonomy=Red-Haptophyta	0.0737912057056214	0.0730611557252766	0.107317347110687	0.078901555568035	0.0399281181557814	0.019205930252148	0.0458808333801314	0.0124108496658617	0.0795192901667883	0.0618296175661257	0.0604818329870276	0.00819902285618015	0.0407704835177178	0.0364463413264447	0.0312798337732352	0.0426236873139776	0.059021733026338	0.0622788790924917	0.0510473409333408	0.01600494187679
taxo=Eukaryota-Sar-Stramenopiles-Ochrophyta-Bacillariophyta-Coscinodiscophyceae-Chaetoceros-socialis-accession=MW845776	0.0723792433079109	0.0657494641343901	0.107173121977967	0.086336673146902	0.0405263944967848	0.0196400977020089	0.0467573899606201	0.0130601664921988	0.0756193609491052	0.0606151238721898	0.0592692288520014	0.00797567419370919	0.0462589103235133	0.0366881012910623	0.032799960121629	0.0417725935895519	0.0559294152833857	0.0622102587109317	0.0516923383679777	0.0175464832261602
taxo=Eukaryota-Rhodophyta-Stylonematophyceae-Bangiopsis-subsimplex-accession=NC-031173	0.0736929203082174	0.066039199462171	0.103790660391995	0.0879143610694523	0.0408543207322749	0.0193928737653204	0.0439054662046853	0.013135439830377	0.0776232093913223	0.0632983399700057	0.0563686197445312	0.00703314888555619	0.0439054662046853	0.0412680353726017	0.0329420282360242	0.038320318560273	0.0565754770646946	0.0630397683198014	0.0530589026219165	0.0178414438640947
taxo=Eukaryota-Viridiplantae-Chlorophyta-Chlorophyceae-Tetradesmus-obliquus-accession=NC-008101	0.0786897590361446	0.072289156626506	0.104292168674699	0.0702183734939759	0.0455572289156626	0.0235316265060241	0.0572289156626506	0.0191076807228916	0.0838667168674699	0.0587349397590361	0.0545933734939759	0.00903614457831325	0.0411332831325301	0.0384977409638554	0.0336972891566265	0.0346385542168675	0.0476280120481928	0.0542168674698795	0.0509224397590361	0.0221197289156627
taxo=Eukaryota-Sar-Stramenopiles-Ochrophyta-Bacillariophyta-Fragilariophyceae-Asterionella-formosa-accession=KC509519	0.0678396969394876	0.0610108663144253	0.109959126707208	0.0923636726148938	0.0399262286910577	0.0191905094207955	0.0492473332668727	0.0128601335858838	0.0747183730435649	0.062605921642907	0.0577709101784468	0.00842388595354401	0.0483999601236168	0.0354401355797029	0.0322998704017546	0.0398763832120427	0.0555777091017845	0.0653474229887349	0.0505433157212641	0.0165985445120128
taxo=Eukaryota-Rhodophyta-Bangiophyceae-Bangiales-Bangiaceae-Porphyra-purpurea-accession=NC-000925	0.0764968446975527	0.0718793289210405	0.102714073161972	0.0823970037453183	0.0417115591811605	0.0212405725719563	0.0432507311066646	0.0131855728284849	0.0783951567390078	0.0630547432148171	0.0553588835872967	0.00774716535837053	0.0425837566056128	0.0391462726386537	0.0304756041249808	0.0416089477194603	0.0564876096659997	0.0618234056744138	0.0526909855830896	0.017751782874147
mag=CHL-AOS-Bin-162-24-c-taxonomy=Red-Haptophyta	0.0746912581567168	0.0747451868629672	0.105268834600658	0.0764709054629779	0.0402308148627514	0.0195761203688724	0.0468640457315429	0.0130507469125816	0.0803537723130022	0.0618022973628863	0.0595372917003721	0.00841287817505258	0.0395836703877474	0.0366175915439789	0.0312247209189452	0.0426576066440166	0.0579733592191123	0.062233727012889	0.0523108450628269	0.0163943267001025
mag=CHL-PON-Bin-64-11-c-taxonomy=Red-Haptophyta	0.073901623686724	0.0721704871060172	0.105241165234002	0.0798710601719198	0.0390998089780325	0.0185649474689589	0.0444723018147087	0.0118194842406877	0.0776623686723973	0.0636341929321872	0.0592765042979943	0.00817812798471824	0.0419054441260745	0.0376671442215855	0.0315186246418338	0.0433381088825215	0.0592168099331423	0.0642908309455587	0.0524116523400191	0.0157593123209169
mag=CHL-AOS-Bin-179-1-c-taxonomy=Red-Ochrophyta	0.0719268330491397	0.0692915827003565	0.104014881413734	0.0865498889061127	0.0414406035240014	0.019221826073477	0.0462460600423707	0.012917893866584	0.0783857799824317	0.0640210820027903	0.0566837182865706	0.00780240789541673	0.046142716891438	0.0354467007699065	0.0301762000723402	0.0435074665426549	0.0560636593809745	0.0619025474086705	0.0508965018343409	0.0173616493566889
mag=TARA-B110000977-METAG-scaffold-147-taxonomy=Red-New	0.0696437790397522	0.0669075890552401	0.106763035622096	0.089261744966443	0.0395456892101187	0.0188951987609706	0.0487867836861125	0.0129581827568405	0.0776458440887971	0.0631905007743934	0.0573051109963862	0.0073309241094476	0.0431595250387197	0.0379969024264326	0.0299948373773877	0.0409395973154362	0.056169334021683	0.0644295302013423	0.0523489932885906	0.01672689726381
taxo=Eukaryota-Rhodophyta-Florideophyceae-Rhodymeniophycidae-Gelidium-coulteri-accession=NC-041173	0.0697949324150691	0.0638330677905124	0.102482397080742	0.0947216939918795	0.0395744462147299	0.0201469908002261	0.043429100066814	0.0130544277123914	0.0764763324253482	0.0634219047129568	0.0560209693169553	0.00704116770314026	0.04569049699337	0.04003700467698	0.033252813897312	0.0402425862157578	0.0559695739322609	0.0661972554864573	0.0494937554607596	0.0191190831063371
taxo=Eukaryota-Sar-Stramenopiles-Ochrophyta-Bacillariophyta-Bacillariophyceae-Nitzschia-palea-accession=AP018511	0.0698589864965868	0.0638297872340425	0.109771289052768	0.0876476157257462	0.0400617868354178	0.0188350191838158	0.0487817031242214	0.0129054761074294	0.0736459215705815	0.0614878668593353	0.0600926802531267	0.00822163535801485	0.0466889232149086	0.0371717574368429	0.0329363695251383	0.0397129901838657	0.0564054013652898	0.0651253176540934	0.0504758582889033	0.0163436145298719
taxo=Eukaryota-Sar-Stramenopiles-Ochrophyta-Bacillariophyta-Coscinodiscophyceae-Chaetoceros-laevisporus-accession=MW845779	0.0710005991611743	0.0647094068304374	0.107199920111843	0.0883263431196325	0.0403435190732974	0.0192230876772518	0.0473836628719792	0.0131316157379668	0.0752446574795287	0.0595166766526862	0.0592670261633713	0.00813860595166766	0.0466347114040343	0.0371479928100659	0.0326542840023966	0.0408428200519273	0.0572698222488516	0.0632614339924106	0.0511783503095666	0.0175254643499101
taxo=Eukaryota-Cryptophyceae-Cryptophyta-sp-CCMP2293-accession=MK798155	0.0760192091550015	0.0727495657504853	0.103606825380607	0.0798508225196689	0.0412281598038214	0.020690712169204	0.0421477470113416	0.0130274854398692	0.0799529988760601	0.0642689281700215	0.0544089097782773	0.0075610503729437	0.0407683662000613	0.0369367528353939	0.0326964340451619	0.0427608051496884	0.0585981403903137	0.0620721365076121	0.0529273526106059	0.0177275978338612
taxo=Eukaryota-Sar-Stramenopiles-Ochrophyta-Bacillariophyta-Fragilariophyceae-Thalassionema-frauenfeldii-accession=NC-060858	0.0659872868529916	0.0606901422661689	0.109625668449198	0.0900514579759863	0.0397033599031379	0.0192715164968217	0.0498436081121986	0.0130662899808294	0.074462718191908	0.0619009181717284	0.0600343053173242	0.00847543133891636	0.0497427101200686	0.0373827060841489	0.0324387044697811	0.0384925839975784	0.055746140651801	0.0666935727979013	0.0493391181515488	0.0170517606699627
taxo=Eukaryota-Sar-Stramenopiles-Ochrophyta-Bacillariophyta-Coscinodiscophyceae-Proboscia-sp-accession=MG755791	0.0674024226110363	0.0656258411843876	0.107994616419919	0.0883445491251682	0.0391386271870794	0.0191117092866756	0.0494751009421265	0.0136742934051144	0.0760699865410498	0.0621265141318977	0.060349932705249	0.008721399730821	0.0450067294751009	0.0362314939434724	0.0330551816958277	0.0398923283983849	0.0543741588156124	0.0637415881561238	0.0518438761776581	0.0178196500672948
taxo=Eukaryota-Glaucocystophyceae-Cyanoptyche-gloeocystis-accession=MF167427	0.075959723096287	0.0689741976085588	0.101510383889239	0.0897419760855884	0.0414096916299559	0.0205789804908748	0.0485210824417873	0.0140969162995595	0.0763373190685966	0.05764631843927	0.0553178099433606	0.0092511013215859	0.0442416614222782	0.0387035871617369	0.0308370044052863	0.0387035871617369	0.0539332913782253	0.0663310258023914	0.0491504090623033	0.0187539332913782
mag=CHL-MED-Bin-250-35-c-taxonomy=Red-Haptophyta	0.0727171972169201	0.0706853026291484	0.103626623976356	0.082753525029247	0.0379286989717382	0.0185949141062742	0.0442706729881165	0.0103441906286559	0.0781355827843113	0.0624345791515301	0.0584939351025183	0.00800443322455514	0.0435933747921926	0.0374976910288775	0.0301089834369805	0.0436549473554584	0.060217966873961	0.067606674465858	0.0536297026045194	0.0157010036327812
taxo=Eukaryota-Viridiplantae-Chlorophyta-Pyramimonadophyceae-Cymbomonas-tetramitiformis-accession=NC-030169	0.0745870612525809	0.0713179628355127	0.100911906400551	0.0789745354439092	0.0463695801789401	0.0243461803165864	0.0508430832759807	0.0172918100481762	0.0831039229181005	0.0612525808671714	0.055230557467309	0.00791465932553338	0.0382828630419821	0.0375086028905712	0.0319167240192705	0.0406056434962147	0.0527357192016518	0.0510151410874054	0.0547143840330351	0.0210770818995182
mag=CHL-AON-Bin-184-77-c-taxonomy=Red-Haptophyta	0.0711685703527049	0.0743065143717836	0.107694238734781	0.0819003388979541	0.038596711434668	0.0184511108321828	0.0436801807455755	0.0103552152629597	0.0768796284674281	0.0616919794150872	0.0603740429270742	0.00840968997113091	0.0432408685829045	0.0363373917409313	0.0310656457888791	0.0413581021714573	0.0608761139701268	0.0675913141709552	0.0520898707167064	0.0139324714447094
taxo=Eukaryota-Cryptophyceae-Pyrenomonadales-Rhodomonas-salina-accession=NC-009573	0.0787051242712488	0.0734888002454741	0.103610514472742	0.079165388155876	0.041474890048072	0.0200470491970952	0.0424465582489516	0.0131430909276874	0.0795233711772527	0.0614196583819167	0.0553339470185128	0.00731308172240974	0.0403498005523167	0.0374347959496778	0.030939961133272	0.0425999795438273	0.059783164569909	0.0612150966554158	0.0544134192492585	0.0175923084790836
taxo=Eukaryota-Sar-Stramenopiles-Ochrophyta-Dictyochophyceae-Dictyocha-speculum-accession=NC-043929	0.069542066027689	0.0697018104366347	0.108785942492013	0.086741214057508	0.0405218317358892	0.0191693290734824	0.048828541001065	0.013258785942492	0.0775292864749734	0.0648562300319489	0.0583067092651757	0.00830670926517572	0.0456869009584665	0.0339190628328008	0.0315761448349308	0.0409478168264111	0.0544728434504792	0.0605431309904153	0.0498935037273695	0.0174121405750799
taxo=Eukaryota-Sar-Stramenopiles-Ochrophyta-Bacillariophyta-Bacillariophyceae-Pseudo-nitzschia-americana-accession=NC-058782	0.0703633269942949	0.0655590031027925	0.107947152437193	0.0857771994795316	0.0399359423481133	0.0191672505254729	0.0486938244419978	0.0128615754178761	0.0733660294264838	0.0623561205084576	0.0601040936843159	0.00840756681012912	0.0470423381042939	0.038034230807727	0.0328795916324692	0.0413872485236713	0.0553998598738865	0.0639575618056251	0.0500950855770193	0.0166649984986488
